No.	CAS	SMILES	Status	Exp activity
806	N.A.	n1c(nc(nc1N)c2ccccc2)N	Training	1
807	N.A.	O=C1C=C(NC(N1)=S)CCC	Training	0
808	N.A.	n1c[nH]c2c1N=C(N)NC2=S	Training	2
809	N.A.	O=C1NNC(=O)c2cc(ccc12)[N+](=O)[O-]	Training	0
810	N.A.	O=CCC(C)CCCC(O)(C)C	Training	0
811	N.A.	n1cccc2ccc(cc12)C	Test	0
812	N.A.	O=C2c1[nH]c(nc1N(C(=O)N2C)C)Br	Training	0
813	N.A.	O=[N+]([O-])c1cc(c2ccc(cc2(c1(O)))S(=O)(=O)O)[N+](=O)[O-]	Training	0
814	N.A.	n1cccc2cccc(c12)C	Test	0
815	N.A.	O=[N+]([O-])c2cccc1cccnc12	Training	0
816	N.A.	N#Cc2cc1ccccc1c3ccccc23	Training	1
817	N.A.	O=[N+]([O-])c1ccc3c(c1)c2ccccc2n3CC	Training	0
818	N.A.	O=C2c1ccccc1c3ccccc23	Training	0
819	N.A.	O=C(O)CCCCCCCC=CCC(O)CCCCCC	Test	0
820	N.A.	O=C3Nc1cccnc1N(C(=O)CN2CCCCC2CN(CC)CC)c4ccccc34	Test	0
821	N.A.	O=C(O)c1ccc(cc1)NC(=O)c2ccc3c(c2)C(C)(C)CCC3(C)C	Training	0
822	N.A.	OCC4C=CC(n2cnc1c(nc(nc12)N)NC3CC3)C4	Training	1
823	N.A.	O=C(OC4CC3=CCC2C5CC=C(c1cnccc1)C5(C)(CCC2C3(C)CC4))C	Training	0
824	N.A.	O=C(O)C=C(C=CC1(O)(C(=CC(=O)CC1(C)(C))C))C	Training	0
825	N.A.	O=C(N)c1ncn(c1(N))C2OC(CO)C(O)C2(O)	Training	1
826	N.A.	O=C(NCCCS(=O)(=O)O)C	Training	0
827	N.A.	O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC	Test	0
828	N.A.	O=C(NCCN(CC)CC)c1ccc(cc1)NC(=O)C	Training	0
829	N.A.	O=C(OC2CN1CCC2(CC1))C	Training	0
830	N.A.	O=C(O)COC(=O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Training	0
831	N.A.	O=C(OC1C(=O)OC2C(OC(=O)C)C(=O)OC12)C	Training	0
832	N.A.	O=C(O)COC(=O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Test	0
833	N.A.	c2cc1cccc3c1c(c2)CC3	Training	0
834	N.A.	O=C1C(=O)c3cccc2cccc1c23	Training	0
835	N.A.	O=C1Oc3ccccc3(C(O)=C1C(c2ccc(cc2)[N+](=O)[O-])CC(=O)C)	Training	0
836	N.A.	O=C(NP(=O)(OC)SC)C	Training	0
837	N.A.	O=C1C=C(OS(=O)(=O)N1)C	Training	0
838	N.A.	O=C(Nc1ccc(O)cc1)C	Test	0
839	N.A.	O=C(Oc1ccc(cc1)NC(=O)C)c2ccccc2(O)	Training	0
840	N.A.	N#CN=C(N(C)Cc1cnc(cc1)Cl)C	Training	0
841	N.A.	O=C(Nc1ccccc1)C	Test	0
842	N.A.	O=C(Nc1nnc(s1)S(=O)(=O)N)C	Training	0
843	N.A.	O=C(Nc1ccccc1)CC(=O)C	Training	0
844	N.A.	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	0
845	N.A.	N#CCN(CC#N)CCN(CC#N)CC#N	Training	0
846	N.A.	N#CCN(c1cccc(c1)C)CC	Training	0
847	N.A.	O=C(c1ccccc1)C	Test	0
848	N.A.	O=C(c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C)C	Training	0
849	N.A.	O=C(OC(C(=O)OCCCC)(CC(=O)OCCCC)CC(=O)OCCCC)C	Test	0
850	N.A.	O=C(O)C(NC(=O)C)CC(C)C	Training	0
851	N.A.	O=C(NC(=O)C)NC(=O)C(c1ccccc1)CC	Test	0
852	N.A.	O=C(O)CCCCCNC(=O)C	Training	0
853	N.A.	O=C(c2cccc1nnsc12)SC	Training	0
854	N.A.	O=C(O)C=1OC(C(=O)C=1)(c2ccccc2)C	Training	0
855	N.A.	O=C(O)C(=O)Nc1cccc(c1)c2nnn[nH]2	Training	0
856	N.A.	O=C(O)COc2ccccc2(C=NNC(=O)c1ccncc1)	Training	0
857	N.A.	O=C(OC1C6C4CC1(O)C(OC)C(O)C6(OC(=O)C)(C2C(OC)C5C3(COC)(CN(CC)C2C45(C(OC)CC3(O)))))c7ccccc7	Training	0
858	N.A.	N#Cc1cc(NC(=O)COC(=O)C)c(c(c1)NC(=O)COC(=O)C)Cl	Training	0
859	N.A.	O=C(O)C=Cc1nc(ccc1)C(=CCN2CCCC2)c3ccc(cc3)C	Training	0
860	N.A.	O=S(=O)(O)c2ccc(OCC)c1ncccc12	Training	0
861	N.A.	O=C2NC(=Nc1c2(ncn1COCCO))N	Test	0
862	N.A.	O=C(OCCNC23(CC1CC(CC(C1)C2)C3))COc4ccc(cc4)Cl	Training	0
863	N.A.	O=C(O)c1ccc2cc(ccc2(c1))c3ccc(OC)c(c3)C56(CC4CC(CC(C4)C5)C6)	Training	2
864	N.A.	n1cnc2[nH]cnc2(c1N)	Training	1
865	N.A.	OCC3OC(n2cnc1c(ncnc12)N)C(O)C3(O)	Test	0
866	N.A.	O=P(O)(O)OCC3OC(n2cnc1c(ncnc12)N)C(O)C3(O)	Test	0
867	N.A.	O=C(N)CCCCC(=O)N	Training	0
868	N.A.	O=C(OCCN(CC)CC)C(c1ccccc1)c2ccccc2	Test	0
869	N.A.	O=C(NO)CS(=O)C(c1ccccc1)c2ccccc2	Training	0
870	N.A.	O=C(O)C(NC(=O)C)Cc1ccccc1	Training	0
871	N.A.	OC1N5C3CC(C1(CC))C6C(O)C4(c2ccccc2N(C)C34)(CC56)	Training	0
872	N.A.	O=C(O)C(NC(=O)C1N(C(=O)C(C)CSC(=O)C)CCC1)Cc2ccccc2	Training	0
873	N.A.	O=C(OC)Nc1nc2cc(ccc2([nH]1))SCCC	Test	1
874	N.A.	Oc1ccc(cc1CO)C(O)CNC(C)(C)C	Training	0
875	N.A.	O=C1N(C(NC1CC(C)C)=S)CC=C	Training	0
876	N.A.	O=C(O)Cc1ccc(OCC=C)c(c1)Cl	Training	0
877	N.A.	O=C1C=CC3(C(=C1)CC(C2C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23))Cl)(C)	Training	1
878	N.A.	O=C(ON=CC(C)(C)SC)NC	Training	0
879	N.A.	O=C(ON=CC(C)(C)S(=O)C)NC	Test	0
880	N.A.	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	0
881	N.A.	O=C(OCC(=O)C1CCC2C3CCC4CC(O)CCC4(C)(C3(C(=O)CC12(C))))C	Training	0
882	N.A.	O=C(NCCCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))C)C3OCCC3	Training	0
883	N.A.	O=C(NCCO)c1cc(cc(OC)c1(O))CC=C	Training	0
884	N.A.	N1=C(NCC1)N(c2c(cccc2Cl)Cl)CC=C	Training	0
885	N.A.	O=C1c3ccccc3(C(=O)c2c(O)c(O)ccc12)	Training	0
886	N.A.	O=C(NCCN(CC)CC)c1ccc(cc1(OCC=C))Cl	Training	0
887	N.A.	Oc1ncnc2[nH]ncc12	Training	0
888	N.A.	O=C(OC)C1=C(O)C(C(=O)CC1(C)C)=C(NOCC=C)CCC	Training	0
889	N.A.	O=C(OCC=C)c1ccccc1(N)	Test	0
890	N.A.	O=C(OCC=C)CCCCCCCC	Training	0
891	N.A.	C=CCNC(N)=S	Training	0
892	N.A.	O=S(=O)(N1CCCC1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Test	0
893	N.A.	O=C1c3cccc(O)c3(C(=O)c2c(O)cc(cc12)CO)	Training	1
894	N.A.	O=C3c2c1ccccc1n(c2CCN3Cc4[nH]cnc4C)C	Training	0
895	N.A.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(F)C2	Test	0
896	N.A.	O=C(C)C1CCC2C3CCC4CC(O)CCC4(C)(C3(C(=O)CC12(C)))	Training	0
897	N.A.	O=C(N(CCC)CCC)Cc2c(nc1ccc(cn12)Cl)c3ccc(cc3)Cl	Training	0
898	N.A.	n4nc1n(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)c4C	Training	1
899	N.A.	OC(COc1ccccc1CC=C)CNC(C)C	Test	0
900	N.A.	O=C(O)CCCC=CCC1C(O)CC(O)C1(C=CC(O)CCCCC)	Training	0
901	N.A.	O=C(O)CN1C(=O)c3cccc2cccc(C1(=O))c23	Training	0
902	N.A.	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))CSCC=C	Training	0
903	N.A.	c1ccc(cc1)CCCN(CC)CCCc2ccccc2	Training	0
904	N.A.	n1cnc(nc1N)Nc2ccccc2	Training	1
905	N.A.	NC23(CC1CC(CC(C1)C2)C3)	Training	0
906	N.A.	O=C(O)C(Oc1nc(cc(n1)C)C)C(OC)(c2ccccc2)c3ccccc3	Training	0
907	N.A.	OC2CCC(NCc1cc(cc(c1(N))Br)Br)CC2	Training	0
908	N.A.	O=C(OCC(=O)C35(OC6(OC5(CC2C4CCC1=CC(=O)C=CC1(C)C4(F)(C(O)CC23(C))))(CCCC6)))C	Test	1
909	N.A.	O=C(O)C3N2C(=O)C(N=CN1CCCCCC1)C2SC3(C)(C)	Training	1
910	N.A.	n1c(nc(nc1NC(C)C)SC)NCC	Test	0
911	N.A.	O=C(O)Cc2cccc(C(=O)c1ccccc1)c2(N)	Training	0
912	N.A.	O=C(NC(=N)N)c1nc(c(nc1(N))N)Cl	Training	0
913	N.A.	O=C(OCCC(C)C)C=Cc1ccc(OC)cc1	Training	1
914	N.A.	O=C(O)CCCCCCNC3c1ccccc1CCc2ccccc23	Training	2
915	N.A.	O=C(Oc1ccc(c(c1)C)N(C)C)NC	Test	0
916	N.A.	O=C(c1cc(c(OCCN(CC)CC)c(c1)I)I)c2c3ccccc3(oc2CCCC)	Training	0
917	N.A.	O=C(NCC1N(CC)CCC1)c2cc(c(N)cc2(OC))S(=O)(=O)CC	Training	0
918	N.A.	c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2CC3	Training	0
919	N.A.	O=C(O)c1cc2C(=O)c3cc(ccc3(Oc2(nc1(N))))C(C)C	Training	1
920	N.A.	O=C1NC(=O)C(C(=O)N1)(CC)CCC(C)C	Training	0
921	N.A.	Oc1ccc(cc1CN(CC)CC)Nc3ccnc2cc(ccc23)Cl	Training	0
922	N.A.	O=C(OC(C)(C)CC)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)CCSC)Cc3c[nH]c2ccccc23	Training	0
923	N.A.	O=C(OC(COCCC(C)C)CN1CCOCC1)c2cc(OC)c(OC)c(OC)c2	Training	0
924	N.A.	N=2c4ccccc4(Oc1ccc(cc1C=2N3CCNCC3)Cl)	Training	2
925	N.A.	O=C(OC1COCC1)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3	Test	0
926	N.A.	O=C1C(N)=C(N(N1c2ccccc2)C)C	Test	0
927	N.A.	O=C(OC(C)(CN(C)C)CC)c1ccccc1	Training	0
928	N.A.	O1CC(OC1(c2ccccc2)c3ccccc3)C[N+]4(C)(CCCCC4)	Test	0
929	N.A.	Oc2nc3Nc1ccc(c(c1Cn3(c2))Cl)Cl	Training	0
930	N.A.	N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn2ncnc2)(C)C	Training	2
931	N.A.	OC(c1cncnc1)(c2ccc(OC)cc2)C3CC3	Test	0
932	N.A.	OC4CC3=CCC1C(CCC2(C)(C(O)CCC12))C3(C)CC4	Training	1
933	N.A.	O=C1CCC3(C)(C(C1)CCC2C4CC=CC4(C)(CCC23))	Training	0
934	N.A.	O=C(OCC(=O)C2(O)(CCC1C4C(=CCC12(C))C3(C(=CC(=O)CC3)CC4)(C)))C	Training	0
935	N.A.	Nc1ccccc1	Test	0
936	N.A.	O=C(c1ccc(OC)cc1)N2C(=O)CCC2	Training	0
937	N.A.	O=C(OC1CC2CCC(C1)[N+]2(C)(C))C(CCC)CCC	Training	0
938	N.A.	n1c(cccc1SC2CCNCC2)Cl	Training	0
939	N.A.	N1=C(NCC1)CN(c2ccccc2)Cc3ccccc3	Training	0
940	N.A.	O=C(O)c1ccccc1(N)	Training	0
941	N.A.	O=C1c3ccccc3(C(=O)c2ccccc12)	Training	0
942	N.A.	O=C(N1CCOCC1)CCc4cc3C(=NCc2nnc(n2c3s4)C)c5ccccc5Cl	Training	0
943	N.A.	O=C(O)c5ccc(Oc1ccc(cc1)CN4CCC2(C(=O)NC(C(=O)N2(CCCC))C(O)C3CCCCC3)CC4)cc5	Training	0
944	N.A.	O=C(OCCN(CC)CC)C(c1ccccc1)(c2ccccc2)C	Test	0
945	N.A.	N=C(Nc2cccc1ccccc12)N(c3cccc(c3)CC)C	Training	1
946	N.A.	Oc2ccc(OC1OC(CO)C(O)C(O)C1(O))cc2	Training	0
947	N.A.	O=C(O)C3N(C(=O)C(NS(=O)(=O)c2cccc1c2(NCC(C)C1))CCCNC(=N)N)CCC(C)C3	Training	0
948	N.A.	O=C4Nc3cc(OCCCCN2CCN(c1cccc(c1Cl)Cl)CC2)ccc3CC4	Training	0
949	N.A.	c1cc(cc(c1)Cl)c2cc(cc(c2)Cl)Cl	Training	0
950	N.A.	O=C(N)c2ccc(c1nc(sc1)SCC(O)CNC(C)(C)C)s2	Training	1
951	N.A.	O=C(OC)c1c(NC(=O)C(NCCC)C)c(cs1)C	Training	0
952	N.A.	O=C(O)c1ccccc1(OC(=O)C)	Test	0
953	N.A.	O=C(O)C3N2C(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)NC)c1ccc(O)cc1)C2SC3(C)(C)	Training	0
954	N.A.	O=C(OC)NC(C(=O)NN(Cc1ccc(cc1)c2ncccc2)CC(O)C(NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C	Training	0
955	N.A.	n1c[nH]c(c1)C3(Cc2ccccc2C3)CC	Training	0
956	N.A.	O(c1ccccc1C)C(c2ccccc2)CCNC	Training	0
957	N.A.	O=C(O)CC(O)CC(O)CCn4c(c1ccc(F)cc1)c(c2ccccc2)c(C(=O)Nc3ccccc3)c4C(C)C	Training	2
958	N.A.	O=C1C(O)=C(C(=O)c2ccccc12)C4CCC(c3ccc(cc3)Cl)CC4	Training	0
959	N.A.	O=C(OCCCCCOC(=O)CC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2ccc(OC)c(OC)c2)))CC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5ccc(OC)c(OC)c5))	Training	1
960	N.A.	n1c(nc(nc1NCC)NC(C)C)OC	Test	0
961	N.A.	n1c(nc(nc1NC(C)C)Cl)NCC	Test	0
962	N.A.	O=C(OC1CC2CCC(C1)[N+]2([O-])(C))C(c3ccccc3)CO	Test	0
963	N.A.	O=C(OC1CC2CCC(C1)[N+]2(C)(C))C(c3ccccc3)CO	Training	0
964	N.A.	O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Test	0
965	N.A.	O=C(c1ccc(F)cc1)CCCN3CCN2CCCC2C3	Training	0
966	N.A.	O=C(N3c1ccccc1Sc2ccc(cc23)Cl)CCN5CCN4CCCC4C5	Training	0
967	N.A.	n1cnn(c1)CC2(OCCO2)c3ccc(cc3Cl)Cl	Training	0
968	N.A.	OC(c1ccccc1)(c2ccccc2)C3CCNCC3	Training	0
969	N.A.	O=C1NCCCCCCCCCCC1	Training	0
970	N.A.	O=C(c1ccc(F)cc1)CCCN3CCN(c2ncccc2)CC3	Training	0
971	N.A.	O=C(NC2CN1CCC2(CC1))c4cc(cc3c4(OCC(=O)N3C))Cl	Training	1
972	N.A.	n1cccc3c1C(c2ccccc2CC3)=C4CCN(C)CC4	Training	0
973	N.A.	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	1
974	N.A.	O=C2c1ccccc1C(=NN2C3CCN(C)CCC3)Cc4ccc(cc4)Cl	Training	0
975	N.A.	[N-]=[N+]=Nc1nc(nc(n1)SC)NC(C)C	Training	0
976	N.A.	O=C3OC(CC)C(O)(C)C(O)C(N(C)CC(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0
977	N.A.	N(=Nc1ccccc1)c2ccccc2	Training	0
978	N.A.	O=S(=O)(N)c2cc(c1nnn[nH]1)c(cc2Cl)NCc3cccs3	Training	0
979	N.A.	O=C(O)C(ON=C(C(=O)NC1C(=O)N(C1(C))S(=O)(=O)O)c2nc(N)sc2)(C)C	Training	0
980	N.A.	O=C(OCC)OC(OC(=O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C))C	Training	0
981	N.A.	O=C(O)CC(c1ccc(cc1)Cl)CN	Training	0
982	N.A.	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCCC(NC)C3)C4CC4	Training	0
983	N.A.	O=C(O)c2cc(N=Nc1ccc(cc1)C(=O)NCCC(=O)O)ccc2(O)	Training	0
984	N.A.	O=C(Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C)N(C)C	Training	0
985	N.A.	Oc1ccc(cc1)C(O)CNCCCC	Test	0
986	N.A.	Oc1ccc(cc1)c3c(c2cc(O)ccc2n3Cc5ccc(OCCN4CCCCCC4)cc5)C	Training	2
987	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23Cl))(C)	Training	1
988	N.A.	O=C(c1oc2ccccc2(c1))N4CCN(Cc3ccccc3)CC4	Training	1
989	N.A.	O=C1NC(=O)CC(C)(C1)CC	Training	0
990	N.A.	O=C(OCCN(CC)CC)C(O)(c1ccccc1)c2ccccc2	Test	0
991	N.A.	O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C	Training	0
992	N.A.	O=C(O)CCCc2nc1cc(ccc1n2C)N(CCCl)CCCl	Training	0
993	N.A.	O=C(O)COc1nn(c2ccccc12)Cc3ccccc3	Training	0
994	N.A.	O=C(Oc1cccc2OC(Oc12)(C)C)NC	Training	0
995	N.A.	O=S(=O)(N)c1cc2c(cc1C(F)(F)F)NC(NS2(=O)(=O))Cc3ccccc3	Training	0
996	N.A.	O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F	Test	0
997	N.A.	O=C(Oc1ccc(cc1)NC(=O)C)c2ccccc2(OC(=O)C)	Test	0
998	N.A.	O=C(OCCN(CC)CC)c1ccc(N)c(OCCCC)c1	Training	0
999	N.A.	O=C2Nc1ccccc1N2C4CCN(CCCC(=O)c3ccc(F)cc3)CC4	Training	0
1000	N.A.	O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)	Training	0
1001	N.A.	O=C(O)c1ccc(cc1)NC(=O)C(NC(=O)c2ccccc2)Cc3ccc(O)cc3	Training	0
1002	N.A.	c3ccc4cc2c(ccc1ccccc12)cc4(c3)	Training	1
1003	N.A.	O=C(OCC[N+](C)(CC)CC)C(O)(c1ccccc1)c2ccccc2	Test	0
1004	N.A.	O=C(O)CONC(=O)c1ccccc1	Training	0
1005	N.A.	c1ccc(cc1)C(Cl)Cl	Training	0
1006	N.A.	O=C(N)c1ccccc1	Training	0
1007	N.A.	O=C(c1cc(c(O)c(c1)Br)Br)c2c3ccccc3(oc2CC)	Training	0
1008	N.A.	c1cc(c(cc1NC(CC)CC)C)C	Training	0
1009	N.A.	O(c1cc(c(OC)cc1CC(N)C)Br)C	Training	0
1010	N.A.	O=S(=O)(O)c1ccccc1	Training	0
1011	N.A.	O=S(=O)(O)c1ccc(cc1C)C	Training	0
1012	N.A.	O=S(=O)(O)c1cccc(c1)CN(c2ccccc2)CC	Training	0
1013	N.A.	O=S(=O)(NN)c2ccc(Oc1ccc(cc1)S(=O)(=O)NN)cc2	Training	0
1014	N.A.	O=S(=O)(O)c1ccc(O)cc1	Training	0
1015	N.A.	O=C2NC(=O)C(c1ccccc1)(CC2)C4CCN(Cc3ccccc3)CC4	Training	0
1016	N.A.	Nc1ccc(cc1)c2ccc(N)cc2	Test	1
1017	N.A.	n1c[nH]c2ccccc12	Test	0
1018	N.A.	O=C(NCc1ccccc1)Cn2ccnc2[N+](=O)[O-]	Training	0
1019	N.A.	c1ccc3c(c1)cc5c2ccccc2c4cccc3c45	Training	0
1020	N.A.	n1cccc3c1ccc2ccccc23	Training	0
1021	N.A.	O=C2NC(=O)C(c1ccccc1)(C(=O)N2C(=O)c3ccccc3)CC	Training	0
1022	N.A.	O=C(OCC)c1ccc(N)cc1	Training	1
1023	N.A.	N#Cc1ccc(cc1)C(=O)O	Training	0
1024	N.A.	O=C(O)c1ccccc1	Training	0
1025	N.A.	O=C(c1ccccc1)C(O)c2ccccc2	Training	0
1026	N.A.	N#Cc1ccccc1(O)	Training	0
1027	N.A.	O=C(c1ccccc1)c2ccccc2	Test	0
1028	N.A.	n1csc2ccccc12	Training	0
1029	N.A.	O=C(OC2CC1N(C)C(CC1)C2(C(=O)O))c3ccccc3	Training	0
1030	N.A.	O=C(O)c1ccc(cc1(O))NC(=O)c2ccccc2	Training	0
1031	N.A.	O=S(=O)(N)c3cc1c(N=C(NS1(=O)(=O))CSCc2ccccc2)cc3Cl	Training	0
1032	N.A.	O(C(c1ccccc1)c2ccccc2)C4CC3N(C)C(CC3)C4	Test	0
1033	N.A.	n2c(OCCCN(C)C)c1ccccc1n2Cc3ccccc3	Training	0
1034	N.A.	O=C(OCc1ccccc1)C	Test	0
1035	N.A.	OCc1ccccc1	Test	0
1036	N.A.	O=C(OCc1ccccc1)c2ccccc2	Test	0
1037	N.A.	O=C(OCc1ccccc1)C=Cc2ccccc2	Training	0
1038	N.A.	N#CCc1ccccc1	Training	0
1039	N.A.	O=C(OCc1ccccc1)c2cnccc2	Training	0
1040	N.A.	O=C(OCc1ccccc1)Cc2ccccc2	Training	0
1041	N.A.	O=C(OCc1ccccc1)c2ccccc2(O)	Test	0
1042	N.A.	c1ccc(cc1)CSCc2ccccc2	Training	0
1043	N.A.	O=C(OCc1ccccc1)C(=CC)C	Test	0
1044	N.A.	O=C(C)CCc1ccccc1	Training	0
1045	N.A.	O=S(=O)(N)c1cc2c(cc1Cl)NC(NS2(=O)(=O))Cc3ccccc3	Training	0
1046	N.A.	O=C2OC1C(OC(CO)C(O)C1(O))c3c(O)c(OC)c(O)cc23	Training	0
1047	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)COP(=O)(O)O)C4(C)(CC(O)C23(F)))(C)	Training	1
1048	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CCC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23(F)))(C)	Test	1
1049	N.A.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Test	1
1050	N.A.	OC(COc1ccc(cc1)CCOCC2CC2)CNC(C)C	Test	0
1051	N.A.	O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1	Training	0
1052	N.A.	OC(COc1cccc(c1)C)CNCCc2ccc(OC)c(OC)c2	Training	0
1053	N.A.	O=C(OCC1CCCC[N+]1(C)(C))C(O)(c2ccccc2)c3ccccc3	Test	0
1054	N.A.	O=C(O)c1ccc(cc1)C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C	Training	0
1055	N.A.	O=C(O)C(Oc1ccc(cc1)CCNC(=O)c2ccc(cc2)Cl)(C)C	Training	0
1056	N.A.	c1ccc(cc1)CCc2ccccc2	Training	0
1057	N.A.	N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(O)(C)CS(=O)(=O)c2ccc(F)cc2	Training	0
1058	N.A.	O=C(OC(C)C)NNc1cc(ccc1(OC))c2ccccc2	Training	0
1059	N.A.	O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C)	Training	0
1060	N.A.	n1ccn(c1)C(c2ccccc2)c3ccc(cc3)c4ccccc4	Training	2
1061	N.A.	O=C1C(=COc2cc(O)cc(O)c12)c3ccc(OC)cc3	Test	1
1062	N.A.	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	0
1063	N.A.	O=C1NC2CSC(CCCCC(=O)O)C2(N1)	Training	0
1064	N.A.	OC(c1ccccc1)(CCN2CCCCC2)C4CC3C=CC4(C3)	Training	0
1065	N.A.	c1ccc(cc1)c2ccccc2	Test	0
1066	N.A.	O=C(OCCOCCCC)CCCCCCCCC(=O)OCCOCCCC	Training	0
1067	N.A.	O=C(O)CCSCCC(=O)O	Training	0
1068	N.A.	O(COCCCl)CCCl	Training	0
1069	N.A.	O(CCCl)CCCl	Training	0
1070	N.A.	O=C(OCC(CC)CCCC)C=CC(=O)OCC(CC)CCCC	Training	0
1071	N.A.	O=C(OCC(CC)CCCC)CCCCCCCC(=O)OCC(CC)CCCC	Test	0
1072	N.A.	O=P(O)(OCC(CC)CCCC)OCC(CC)CCCC	Test	0
1073	N.A.	O=C(OCC(CC)CCCC)c1ccc(cc1)C(=O)OCC(CC)CCCC	Training	0
1074	N.A.	Oc1ccc(cc1)Cc2ccc(O)cc2	Test	1
1075	N.A.	O=C(OCCOCCOCCCC)CCCCC(=O)OCCOCCOCCCC	Training	0
1076	N.A.	O(CCN(C)C)CCN(C)C	Training	0
1077	N.A.	O=C(Oc1ccc(cc1)C(c2ncccc2)c3ccc(OC(=O)C)cc3)C	Training	1
1078	N.A.	O=CN(C(=C(CCOC(=O)c1ccccc1)SSC(=C(N(C=O)Cc2cnc(nc2(N))C)C)CCOC(=O)c3ccccc3)C)Cc4cnc(nc4(N))C	Training	0
1079	N.A.	OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C	Training	0
1080	N.A.	O=C(Oc1ccc(cc1)C2(Oc3ccccc3(NC2(=O)))c4ccc(OC(=O)C)cc4)C	Training	0
1081	N.A.	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C	Test	0
1082	N.A.	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)CC	Training	1
1083	N.A.	Oc1ccc(cc1)C(c2ccc(O)cc2)C	Test	1
1084	N.A.	O=S(c1cc(cc(c1(O))Cl)Cl)c2cc(cc(c2(O))Cl)Cl	Training	0
1085	N.A.	Fc1ccc(cc1)c2cc(nc3c2CCCCCC3)N4CCN(CC)CC4	Training	0
1086	N.A.	O=C(Nc2ccccc2(c1ccc(cc1)Cl))c3cccnc3Cl	Training	0
1087	N.A.	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ncccn3)c4ccc(cc4)C(C)(C)C	Training	0
1088	N.A.	O=C(OC(C)(C)C)c1ncn2c4cccc(c4(C(=O)N3CCCC3(c12)))Br	Training	0
1089	N.A.	c1ccc(c(c1)C[N+](C)(C)CC)Br	Training	0
1090	N.A.	O=S(=O)(N)c1cc2c(s1)S(=O)(=O)N(CCCOC)CC2(NCC)	Training	0
1091	N.A.	O=C1NC(=O)N(C=C1(C=CBr))C2OC(CO)C(O)C2	Training	0
1092	N.A.	O=C1NC(=C(C(=O)N1C(C)CC)Br)C	Training	0
1093	N.A.	O=C1Oc5ccccc5(C(O)=C1C(c2ccccc2)CC(O)c3ccc(cc3)c4ccc(cc4)Br)	Training	0
1094	N.A.	O=C(O)Cc2cccc(C(=O)c1ccc(cc1)Br)c2(N)	Training	0
