ID	CAS	SMILES	Set	Binding Exp
860	-	O=NN1CCCC1	Training	0
861	-	O=C(c1ccccc1)C(C)(C)C	Training	0
862	-	O=C1C=CC(=O)N1c2ccccc2	Training	0
863	-	O=C1N(N=C(OC)S1)CSP(OC)(OC)=S	Training	0
864	-	O=C(N(C)C)C(c1ccccc1)c2ccccc2	Training	0
865	-	c1ccc(cc1)B(c2ccccc2)c3ccccc3	Training	2
866	-	O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	0
867	-	O=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC	Training	0
868	-	N([Si](C)(C)C)[Si](C)(C)C	Training	0
869	-	n1c(nc(nc1NCC)Cl)N	Training	0
870	-	O1C2C1C(C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	0
871	-	O=S1(=O)(OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)	Training	0
872	-	O(C)[Si](OC)(OC)CCC	Training	0
873	-	O(C)CCO[Si](OCCOC)(OCCOC)C=C	Training	0
874	-	O=S(=O)(O)OCCCCCCCCC	Training	2
875	-	O=C(O)C1CCC(C(=O)O)CC1	Training	0
876	-	O=C(OCCCCCCC)c1ccc(O)cc1	Training	2
877	-	O(C)[Si](OC)(C)C	Training	0
878	-	O=C(N(CC)CCCC)SCCC	Training	0
879	-	O=C(N(C)C)CCCCCCC	Training	0
880	-	O=C(OC)CCCC(=O)OC	Training	0
881	-	CCCCCCCCCCCCCC[N+](C)(C)C	Training	0
882	-	CCCCCCCCCCC	Training	0
883	-	O=S1(=O)(OCCC1)	Training	0
884	-	O=C(N(CC)C1CCCCC1)SCC	Training	0
885	-	O=C2c1c(O)cccc1Cc3cccc(O)c23	Training	0
886	-	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	0
887	-	O=C(OCCCCCCCCCCCC)c1cc(O)c(O)c(O)c1	Training	0
888	-	O=C(OCCC(OC(=O)C(=C)C)C)C(=C)C	Training	0
889	-	O=S(=O)(O)OCCCCCCCCCCCCCC	Training	0
890	-	O=C1C(=C(Cl)SS1)Cl	Training	0
891	-	N#Cc1c(cccc1Cl)Cl	Training	0
892	-	n2cnc(NCc1ccccc1)c3nc[nH]c23	Training	0
893	-	O=C(OCCCCCCCC)c1ccc(O)cc1	Training	2
894	-	O=C(O)c2c(O)cc1C(=O)c3c(O)c(O)c(c(O)c3(C(=O)c1c2C))C4OC(CO)C(O)C(O)C4(O)	Training	0
895	-	O=S(=O)(O)c1ccccc1(O)	Training	0
896	-	O=S(=O)(O)c3ccc(N=Nc2ccc(O)c(N=Nc1ccc(cc1C)C)c2(O))cc3	Training	0
897	-	C=Cc1ccccc1(C=C)	Training	0
898	-	O=S(=O)(O)c2c1cc(ccc1c(cc2C(C)C)C(C)C)C(C)C	Training	0
899	-	O=C(OCC(O)CO)CCCCCCCC=CCC(O)CCCCCC	Training	0
900	-	O=C(OCCCCCC(C)C)CCCCC(=O)OCCCCCC(C)C	Training	0
901	-	O=S(=O)(O)c1ccc(cc1)C(CC)CCCCCCCCC	Training	0
902	-	O=C(OCC(O)C1OCC(O)C1(O))CCCCCCCC=CCCCCCCCC	Training	0
903	-	N#CC2CC3C4CC=C1CC(O)CCC1(C)C4(CCC3(C)(C2(C(=O)C)))	Training	0
904	-	O=P(OC(C)C)(OC(C)C)C	Training	0
905	-	O=C(OC)c1cccc(c1)C(=O)OC	Training	0
906	-	NCc1cccc(c1)CN	Training	0
907	-	FC(F)(F)C(c1ccc(O)cc1)(c2ccc(O)cc2)C(F)(F)F	Training	2
908	-	O1CCN(CC1)CCCCCCCCCCCC	Training	0
909	-	OCCOCCOCCOCCOCCCC	Training	0
910	-	OCCOCC(CC)CCCC	Training	0
911	-	Oc2cccc1c2(OC(C)(C)C1)	Training	0
912	-	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
913	-	OC(C)COCCC	Training	0
914	-	OC(C)COCC	Training	0
915	-	Oc1ccc(cc1C)Cl	Training	0
916	-	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	0
917	-	n1c(nc(nc1NC(C)C)NC(C)C)OC	Training	0
918	-	c1cc(ccc1c2ccc(cc2)C(C)(C)C)C(C)(C)C	Training	0
919	-	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	0
920	-	Oc1ccc(cc1)CCCC	Training	2
921	-	O=NCC(C)(C)SC	Training	0
922	-	O=C(ON=CC(C)(C)S(=O)C)NC	Training	0
923	-	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	0
924	-	O=C(c1ccccc1)CCCCCC	Training	0
925	-	O(c1ccc(cc1)C(c3ccc(OCC2OC2)cc3)(C)C)CC4OC4	Training	0
926	-	N#Cc1cc(c(O)c(c1)Br)Br	Training	0
927	-	O=C1N(N=CC(=N)C1Cl)c2ccccc2	Training	0
928	-	O=C(O)c1nc(ccc1Cl)Cl	Training	0
929	-	O=C(OCCC=CCC)C	Training	0
930	-	c1cc(c(cc1C(c2ccc(c(c2)C)C)C)C)C	Training	0
931	-	O(C)[Si](OC)(OC)CCCNCCN	Training	0
932	-	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
933	-	Oc1ccc(cc1)CCCCCCCC	Training	2
934	-	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	0
935	-	O=C(c1ccccc1)c2ccc(OCCCCCCCC)cc2(O)	Training	0
936	-	O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl	Training	0
937	-	O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F	Training	0
938	-	O([SiH](O[Si](C)(C)C)C)[Si](C)(C)C	Training	0
939	-	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	0
940	-	O=S(=O)(NCCCC)c1ccc(cc1)C	Training	0
941	-	n1c(nc(nc1NC(C)C)Cl)NCC	Training	0
942	-	O=C(O)c1c(OC)c(ccc1Cl)Cl	Training	0
943	-	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Training	0
944	-	O=C(N(c1ccccc1)C(C)C)CCl	Training	0
945	-	O=C(N(CCC)CCC)SCCC	Training	0
946	-	n1c(cccc1Cl)C(Cl)(Cl)Cl	Training	0
947	-	O=C(O)C2=NN(C(=O)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O	Training	0
948	-	O=S(=O)(O)c3cc2ccc(O)c(N=Nc1ccccc1)c2c(c3)S(=O)(=O)O	Training	0
949	-	Oc1ccc(O)c(c1)C(C)(C)C	Training	0
950	-	O=C(c1cc(c(OCCN(CC)CC)c(c1)I)I)c2c3ccccc3(oc2CCCC)	Training	0
951	-	Oc1ccc(cc1)CCCCCCC	Training	2
952	-	O=C(N(CC(C)C)CC(C)C)SCC	Training	0
953	-	NCCCCCCCCCC	Training	0
954	-	O(CC)[Si](OCC)(OCC)C	Training	0
955	-	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI	Training	0
956	-	O=C(N(C)C)CC(=O)C	Training	0
957	-	O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
958	-	Oc1c(cccc1C(C)C)C(C)C	Training	0
959	-	n1ccccc1CCCc2ccccc2	Training	0
960	-	O=C(OCC)Cc2cccc1ccccc12	Training	0
961	-	O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	Training	0
962	-	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	0
963	-	n1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
964	-	O=C(N1CCCCCC1)SCC	Training	0
965	-	NNC(NN)=S	Training	0
966	-	Nc1cccc2c(N)cccc12	Training	0
967	-	O=C1N=C(O)N(C(=O)N1Cl)Cl	Training	0
968	-	O=C(N(C(C)C)C(C)C)SCC(=C(Cl)Cl)Cl	Training	0
969	-	O=C2Oc1cc(ccc1N2CSP(OCC)(OCC)=S)Cl	Training	0
970	-	O=S(OCC#C)OC2CCCCC2(Oc1ccc(cc1)C(C)(C)C)	Training	0
971	-	O=S(=O)(O)c1cccc(c1)CN(c2ccc(cc2)C(=C3C=CC(C=C3)=[N+](Cc4cccc(c4)S(=O)(=O)O)CC)c5ccc(O)cc5S(=O)(=O)O)CC	Training	0
972	-	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	0
973	-	O=C(OCC1CCC2OC2(C1))C3CCC4OC4(C3)	Training	0
974	-	c1ccc2c(c1)c(ccc2C(c3ccc(cc3)N(CC)CC)=C4C=CC(C=C4)=[N+](CC)CC)NCC	Training	0
975	-	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC	Training	0
976	-	Oc1ccc(cc1C(C)(C)C)C	Training	0
977	-	Oc1c(ccc(c1C)C)C	Training	0
978	-	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	0
979	-	OCC(CCCCCC)CCCCCCCC	Training	0
980	-	O(CCCC)CC1OC1	Training	0
981	-	O=C(OCCCCCCCC)CCCCCCCCC(=O)OCCCCCCCC	Training	0
982	-	O=C(OCC(C)CC)CC(C)C	Training	0
983	-	O=C1N(C(=O)N(C(=O)N1CC2OC2)CC3OC3)CC4OC4	Training	0
984	-	O(CCCCCCCCCCCC)CC1OC1	Training	0
985	-	O=C(O)c2ccccc2(C(=O)OCc1ccccc1)	Training	0
986	-	C1CCC(CC1)SSC2CCCCC2	Training	0
987	-	n1c(nsc1OCC)C(Cl)(Cl)Cl	Training	0
988	-	O=C(Nc3ccc4c(O)c(N=Nc2ccc(N=Nc1ccc(cc1)S(=O)(=O)O)cc2)c(cc4(c3))S(=O)(=O)O)c5ccccc5	Training	0
989	-	O([Si](C=C)(C)C)[Si](C=C)(C)C	Training	0
990	-	O=C1NSc2ccccc12	Training	0
991	-	O=S(=O)(O)c1cccc(c1)CN(c2ccc(cc2)C(=C3C=CC(C=C3)=[N+](Cc4cccc(c4)S(=O)(=O)O)CC)c5ccccc5S(=O)(=O)O)CC	Training	0
992	-	O(c1cc(c(OC)cc1Cl)Cl)C	Training	0
993	-	Nc1cccc(c1(N))C	Training	0
994	-	O=C1N(CCC1)CCCCCCCC	Training	0
995	-	O=C1N(CCC1)CCCCCCCCCCCC	Training	0
996	-	O=C(OCC=C)c1ccc(C(=O)OCC=C)c(c1)C(=O)OCC=C	Training	0
997	-	Nc1ccc(cc1)CCC	Training	0
998	-	O=C(O)CCCCCCCCCCCCCCC(C)C	Training	0
999	-	O=C(OC1CC2CCC1(C)C2(C)(C))CC	Training	0
1000	-	O(CC)[Si](OCC)(OCC)CCCCC	Training	0
1001	-	Oc1ccc(cc1C(c2ccccc2)(C)C)C(c3ccccc3)(C)C	Training	0
1002	-	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1cc(ccc12)S(=O)(=O)O)cc3	Training	0
1003	-	OCCOCCC	Training	0
1004	-	Oc1cc(N)ccc1C	Training	0
1005	-	O=S(=O)(O)c4cc(N=Nc1ccc(OCC)cc1)ccc4(C=Cc3ccc(N=Nc2ccc(OCC)cc2)cc3S(=O)(=O)O)	Training	0
1006	-	O=C(OCCCC)CCCCCCCC(=O)OCCCC	Training	0
1007	-	O=C(OC3(C(=O)C)(C(=C)CC2C4C=C(C1=CC(=O)CCC1(C)C4(CCC23(C)))C))C	Training	0
1008	-	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	0
1009	-	Oc1ccc(cc1C(C)C)C(C)C	Training	0
1010	-	O(CC)[Si](OCC)(OCC)CCCCCCCC	Training	0
1011	-	Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl	Training	2
1012	-	O(C)[Si](OC)(OC)c1ccccc1	Training	0
1013	-	O=C(OCC)C=CC=CCCCCC	Training	0
1014	-	O=S(=O)(O)OCCCCCCCCCCCCC	Training	0
1015	-	O1CC1C[N+](C)(C)C	Training	0
1016	-	O=C1NC(=O)N(C=C1C)C2OC(C=C2)CO	Training	0
1017	-	Oc1ccc(cc1n2nc3ccccc3(n2))C(C)(C)CC(C)(C)C	Training	0
1018	-	C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br	Training	0
1019	-	O=CCCSC	Training	0
1020	-	OCC(CO)(CBr)CBr	Training	0
1021	-	O=C(OCC(CC)CCCC)c1ccc(C(=O)OCC(CC)CCCC)c(c1)C(=O)OCC(CC)CCCC	Training	2
1022	-	O=C(OC)NS(=O)(=O)c1ccc(N)cc1	Training	0
1023	-	Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl	Training	0
1024	-	OC(C=C)CCCCC	Training	0
1025	-	OCCC(C)CC(C)(C)C	Training	0
1026	-	OCCSCCCCCCCC	Training	0
1027	-	O=S(=O)(NCCCC)c1ccccc1	Training	0
1028	-	O=C(OCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCC)	Training	0
1029	-	O=C1c4ccccc4(C(=O)C1C(=O)C(c2ccccc2)c3ccc(cc3)Cl)	Training	0
1030	-	O=C(Nc1c(cccc1C)C)C[N+](Cc2ccccc2)(CC)CC	Training	0
1031	-	O=C(Nc3cc(cc2cc(c(N=Nc1ccccc1)c(O)c23)S(=O)(=O)O)S(=O)(=O)O)C	Training	0
1032	-	O=C(O)c2cccc(Oc1ccccc1)c2	Training	0
1033	-	[O-][n+]1ccccc1S	Training	0
1034	-	N(C)(C)CCCN(C)CCCN(C)C	Training	0
1035	-	OCC(CCCC)CCCCCC	Training	0
1036	-	O=C(c1ccccc1)c2cc(c(OC)cc2(O))S(=O)(=O)O	Training	0
1037	-	C(=CCl)C[N+]23(CN1CN(CN(C1)C2)C3)	Training	0
1038	-	O=C=NCC1(C)(CC(N=C=O)CC(C)(C)C1)	Training	0
1039	-	c1ccc(cc1)N(C(C)C)C(C)C	Training	0
1040	-	Oc1c(cc(cc1C(C)(C)C)CC)C(C)(C)C	Training	0
1041	-	O=S(=O)(NCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	0
1042	-	OCC3OC(n2cnc1c(nc(nc12)Cl)N)CC3(O)	Training	0
1043	-	O(c1ccc(N)cc1)CCCC	Training	0
1044	-	O=C(O)c1ccccc1(C(=O)OC)	Training	0
1045	-	O=C(O)c1ccccc1(C(=O)OCC(CC)CCCC)	Training	0
1046	-	O=C1OC(=CC(=O)C1C(=O)C)C	Training	0
1047	-	O=C1OCC(O1)CC	Training	0
1048	-	OC6CC5=CCC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C5(C)CC6	Training	0
1049	-	N(C)(CCCCCCCC)CCCCCCCC	Training	0
1050	-	c1ccc(cc1)C(CC)CCC	Training	0
1051	-	O=S(=O)(O)c3cc(N=Nc1cc(c(cc1C)C)S(=O)(=O)O)c(O)c2ccccc23	Training	0
1052	-	N#CCCC(C#N)C	Training	0
1053	-	O=C(Nc1ccccc1)c2cc(ccc2(O))Cl	Training	0
1054	-	O=P(Oc1ccccc1)Oc2ccccc2	Training	2
1055	-	O=C1C=COC(C1(=O))CC	Training	0
1056	-	O=C(O)CC(C(=O)O)S(=O)(=O)O	Training	0
1057	-	N#CC=C(C)CCC=C(C)C	Training	0
1058	-	O=C(OCC(CC)CCCC)c1ccc(O)cc1	Training	2
1059	-	O=C(C=C)NC(C)(C)CS(=O)(=O)O	Training	0
1060	-	c1cc(ccc1C(Cl)(Cl)Cl)Cl	Training	0
1061	-	O=C(Nc1ccccc1)C2=C(OCCS2)C	Training	0
1062	-	Oc1ccc2ccc3cccc4ccc1c2c34	Training	0
1063	-	OCC(CCCCCCCC)CCCCCCCCCC	Training	0
1064	-	OC1CCC(CC1)C(C)(C)CC	Training	2
1065	-	O=CC=C(C)CCC=C(C)C	Training	0
1066	-	O=C1NC(=O)C(N1)(C)CC	Training	0
1067	-	O=C(c1ccccc1)C2CCC2	Training	0
1068	-	O=C(OCc1ccccc1)CBr	Training	0
1069	-	O=C(OCC(CC)CCCC)C=Cc1ccc(OC)cc1	Training	0
1070	-	n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl	Training	0
1071	-	O=P(Oc1nc(c(cc1Cl)Cl)Cl)(OCC)OCC	Training	0
1072	-	O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1ccccc12)c(c3)C	Training	0
1073	-	O=C(OCCCCCCC)CCC	Training	0
1074	-	O=C1N=C(C)C(C(=O)N1C(C)(C)C)Cl	Training	0
1075	-	n1c(nc(nc1NC(C)(C)C)Cl)NCC	Training	0
1076	-	Oc1ccc2cc(ccc2(c1))SSc3ccc4cc(O)ccc4(c3)	Training	2
1077	-	O=S(=O)(O)c1ccc(cc1)CCCCCCCC	Training	0
1078	-	n1c(nc(nc1NC(C)C)Cl)N	Training	0
1079	-	O=C(c1ccc(cc1)Cl)CC	Training	0
1080	-	N#CSCSC#N	Training	0
1081	-	Oc1ccc3c(c1)c2ccccc2C3	Training	0
1082	-	O=C2N(N=C(C)C2(N=Nc1ccccc1))c3ccc(cc3)S(=O)(=O)O	Training	0
1083	-	O=C2N(N=C(C)C2(N=Nc1ccccc1))c3cc(ccc3Cl)S(=O)(=O)O	Training	0
1084	-	O=C2N(N=C(C)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3cc(c(cc3Cl)S(=O)(=O)O)Cl	Training	0
1085	-	O=C(OCC(CC)CCCC)c1ccc(cc1)C(=O)OCC(CC)CCCC	Training	0
1086	-	O=S(=O)(O)c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)O	Training	0
1087	-	NNC(NC)=S	Training	0
1088	-	O=C(OCCCCCOC(=O)c1ccccc1)c2ccccc2	Training	0
1089	-	O=C(Nc3cc(cc2cc(c(N=Nc1ccccc1(OC))c(O)c23)S(=O)(=O)O)S(=O)(=O)O)C	Training	0
1090	-	O=C(OCCCCCC)c1ccccc1	Training	0
1091	-	O=C(OCC(C)(C)C(OC(=O)C(C)C)C(C)C)C(C)C	Training	0
1092	-	O=C1OC(C)(CC1)CCCCCC	Training	0
1093	-	n1c(nc(nc1NC(C)C)SC)NC(C)C	Training	0
1094	-	N(C)(C)CCCCCCCC	Training	0
1095	-	C=CC[N+](C)(C)CC=C	Training	0
1096	-	O=C(OCC(CC)CCCC)CS	Training	0
1097	-	O=C(OCc1ncc(n1C)[N+](=O)[O-])N	Training	0
1098	-	O=C(OCN1C(=O)C2=C(C1(=O))CCCC2)C3C(C=C(C)C)C3(C)(C)	Training	0
1099	-	O2CN1COCC1(C2)CC	Training	0
1100	-	N1(CN(CN(C1)CC)CC)CC	Training	0
1101	-	O=C1c4ccccc4(C(=O)C1c2nc3c(cc2)cc(cc3S(=O)(=O)O)S(=O)(=O)O)	Training	0
1102	-	OCCOCC(OCCO)C	Training	0
1103	-	O=C(OCCO)CCCCCCCC=CCCCCCCCC	Training	0
1104	-	O=C(OCCOCC(OCCO)C1OC(OCCO)CC1(OCCO))CCCCCCCC=CCCCCCCCC	Training	0
1105	-	O=[Si](C)C	Training	0
1106	-	OCC7OC6OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC7(C(O)C6(O))	Training	0
1107	-	OCC(CCC)CCCCC	Training	0
1108	-	c1ccc(cc1)C(c2ccc(cc2)Nc3ccc(cc3)C(c4ccccc4)(C)C)(C)C	Training	0
1109	-	O=C(OC(C)(C)Cc1ccccc1)CCC	Training	0
1110	-	O=C4C=C3CCC1C(C=CC2(C)(C(O)CCC12))C3CC4	Training	2
1111	-	N#CC(C(=O)N)(Br)Br	Training	0
1112	-	O=P(OC)(N)SC	Training	0
1113	-	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	0
1114	-	O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C	Training	2
1115	-	O=C(OC)Nc1nc2ccccc2([nH]1)	Training	0
1116	-	O=C(c1cc(cc2c1CCC2(C)C)C(C)(C)C)C	Training	0
1117	-	O=P(OCC)(SCCC)SCCC	Training	0
1118	-	OC(C)(C)CCCC(C)C	Training	0
1119	-	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5c(O)c(C=NN2CCN(C)CC2)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)c(O)c5(c(O)c4C))C)C	Training	0
1120	-	N#CCCN(c2ccc(N=Nc1c(cc(cc1Cl)[N+](=O)[O-])Cl)cc2)CC	Training	0
1121	-	O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(C)C	Training	0
1122	-	O=P(OC(C)CCl)(OC(C)CCl)OC(C)CCl	Training	0
1123	-	O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl	Training	0
1124	-	Nc1c(cc(cc1CC)Cc2cc(c(N)c(c2)CC)CC)CC	Training	0
1125	-	O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2	Training	0
1126	-	O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C	Training	0
1127	-	O=C1c3ccccc3(C(=O)c2c(ccc(NC(C)C)c12)NC(C)C)	Training	0
1128	-	O=C1CCCCC1C(C)CC	Training	0
1129	-	N#CC(=NOP(OCC)(OCC)=S)c1ccccc1	Training	2
1130	-	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	0
1131	-	C[N+]1(C)(CCCCC1)	Training	0
1132	-	O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Training	0
1133	-	O=C(Nc1ccccc1)c2ccccc2I	Training	0
1134	-	c1cc(ccc1CCCC)Cl	Training	0
1135	-	O=C(N(c1c(cccc1CC)CC)COC)CCl	Training	0
1136	-	O=C1N(C(=O)C(N1Br)(C)C)Cl	Training	0
1137	-	C(=C1CC2C=CC1C2)C	Training	0
1138	-	O=C(O)c1ccccc1C3=C4C=C(C(=O)C(=C4(Oc2c3(cc(c(O)c2I)I)))I)I	Training	0
1139	-	O=P(O)(O)CCCl	Training	0
1140	-	O=C(ON=C(C)SC)NC	Training	0
1141	-	O=C(O)c1ccccc1C3=C4C=C(C(=O)C(=C4(Oc2c3(cc(c(O)c2Br)Br)))Br)Br	Training	0
1142	-	O=C(Oc1ccccc1)c2ccc(O)cc2	Training	2
1143	-	O=C1c3ccccc3(C(=O)N1SC2CCCCC2)	Training	0
1144	-	O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)	Training	0
1145	-	O=C1OC(C)CCCC(=O)CCCC=Cc2cc(O)cc(O)c12	Training	2
1146	-	OC(C)(C)CCCC(C=C)C	Training	0
1147	-	OCCN(CCO)CCCCCCCCCCCCCC	Training	0
1148	-	Oc1ccc(OCCCCCC)cc1	Training	2
1149	-	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N	Training	0
1150	-	OCCCCCCCCCCCCCCCC	Training	0
1151	-	O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Training	0
1152	-	O=C1OC(=O)C(CC=CCCCCCCCCC)C1	Training	0
1153	-	O=C(OC(C)(CC)CCCC(C)C)C	Training	0
1154	-	O=C1OCC(=C1)C6CCC7(O)(C8CCC5CC(OC4OC(C)C(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)C(O)C4)CCC5(C)C8(CC(O)C67(C)))	Training	0
1155	-	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	0
1156	-	O=C(OCC(CC)CCCC)c1ccc(cc1)N(C)C	Training	0
1157	-	N#CSCSc2nc1ccccc1s2	Training	0
1158	-	O=CCCC=CCCCCC	Training	0
1159	-	N#CC(Nc1nc(nc(n1)Cl)NCC)(C)C	Training	0
1160	-	O=C(OCC(CC)CCCC)CCCCCCCCCCCCCCCCC	Training	0
1161	-	O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C	Training	0
1162	-	O=C(Oc1cccc(N=CN(C)C)c1)NC	Training	0
1163	-	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)CC(C)C))C(C)C)C7C=C6c5cccc4[nH]c(c(c45)CC6N(C)C7)Br	Training	0
1164	-	O=C(Oc1cccc2OC(Oc12)(C)C)NC	Training	0
1165	-	O=C(O)CC(N)C(=O)NC(C(=O)OC)Cc1ccccc1	Training	0
1166	-	O=C(OCCCCCCOC(=O)c1ccccc1)c2ccccc2	Training	0
1167	-	O=C(OC1C(=C(C(=O)C1)CC#C)C)C2C(C=C(C)C)C2(C)(C)	Training	0
1168	-	O=C(Oc1nc(nc(c1C)C)N(C)C)N(C)C	Training	0
1169	-	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	0
1170	-	O=C(N(c1c(cccc1CC)CC)COCCCC)CCl	Training	0
1171	-	O=C(OC1CCCCC1)CC(C(=O)OC2CCCCC2)S(=O)(=O)O	Training	0
1172	-	O=C(OC)NC(Nc1ccccc1(NC(NC(=O)OC)=S))=S	Training	0
1173	-	n1ccn(c1)C(c2ccccc2)(c3ccccc3)c4ccccc4Cl	Training	0
1174	-	O=C(N)NCCC[Si](OCC)(OCC)OCC	Training	0
1175	-	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	0
1176	-	c1cc(cc2ccc(cc12)C(C)C)C(C)C	Training	0
1177	-	n1ccn(c1)CC(OCc2ccc(cc2)Cl)c3ccc(cc3Cl)Cl	Training	0
1178	-	Nc1c(cccc1CC)C	Training	0
1179	-	O=C(OCCC)NCCCN(C)C	Training	0
1180	-	O1C(C)CN(CCCCCCCCCCCCC)CC1C	Training	0
1181	-	OC(OCC(OC(O)CC)C)CC	Training	0
1182	-	O=C(OC)CC1CCC(=O)C1(CCCCC)	Training	0
1183	-	O=C1c2ccccc2(NS(=O)(=O)N1C(C)C)	Training	0
1184	-	c1cc(cc(c1)Cl)C	Training	0
1185	-	OC(OC(O)CC)CC	Training	0
1186	-	O=S(=O)(O)c1cccc(c1C)C	Training	0
1187	-	CCCCCCC(C)(C)S	Training	0
1188	-	O=C(OC(CO)CO)CCCCCCCC=CCCCCCCCC	Training	0
1189	-	OCC(OCC(OCC(OC)C)C)C	Training	0
1190	-	O(c1ccccc1)P(OCCCCCCCC(C)C)OCCCCCCCC(C)C	Training	0
1191	-	O=S(=O)(O)c2cccc1ccc(cc12)CCCC	Training	0
1192	-	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	0
1193	-	O=S(=O)(O)c2ccc3c(N=Nc1cc(c(cc1(OC))S(=O)(=O)O)C)c(O)ccc3(c2)	Training	0
1194	-	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(C)C)C3(C)(C)	Training	0
1195	-	OCCOCCOc1ccc(cc1)CCCCCCCCC	Training	0
1196	-	O=C(OCC(CC)CCCC)c1c(C(=O)OCC(CC)CCCC)c(c(c(c1Br)Br)Br)Br	Training	0
1197	-	O=C1C=C(Cl)SN1C	Training	0
