id	cas	smiles	status	exp values	predicted
2864		O=C(OC2=C(C(=O)N(c1ccccc1)N2c3ccccc3)CCCC)c4ccc5OCOc5(c4)	Training	0.48	0.7572029648
2865		O(c1ccc(N)cc1)c2ccc(cc2)C(c4ccc(Oc3ccc(N)cc3)cc4)(C)C	Training	-0.12	0.2116219567
2866		O=[N+]([O-])C(c1ccccc1)=C(c2ccc(OC)cc2)c4ccc(OCCN3CCCC3)cc4	Training	0.45	-0.1733292114
2867		O(c4ccc3c(OC(C)(C)C(c1ccccc1)C3(c2ccc(OCC=C)cc2))c4)C	Training	0.1	0.1233017147
2868		O(c5ccc4c(OC(C)(C)C(c1ccccc1)C4(c3ccc(OCC2OC2)cc3))c5)C	Training	0.28	0.0635117296
2869		O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)C)CC4(OC3OC(C)C(O)C(N)C3))	Training	-0.29	-999
2870		O3CC(c1ccccc1)(c2ccccc2)COC3(c4ccccc4)C5NCCCC5	Training	-0.12	0.3421884695
2871		O=C(OCCN2CCN(Cc1ccc(N)cc1)CC2)C(c3ccc4cc(OC)ccc4(c3))C	Training	0.55	0.093252887
2872		O=C(O)C3N(C(=O)C(NC(C(=O)OCC)CCc1ccccc1)C)Cc2cc(OC)c(OC)cc2C3	Training	0.88	-999
2873		O=C(OCCCCN(C(C)C)C2Cc1ccc(OC)cc1CC2)c3ccc(OC)c(OC)c3	Training	0.5	0.4564746544
2874		O=C(OCCCCN(CCC)C2Cc1ccc(OC)cc1CC2)c3ccc(OC)c(OC)c3	Training	0.16	0.5751144311
2875		O=C(OCCCCN(CC)C2Cc1cc(OC)c(OC)cc1CC2)c3ccc(OC)c(OC)c3	Training	0.48	0.227444991
2876		FC(F)(F)C(O)(CCCC(C)C3CCC2C(=CC=C1C(=C)C(O)CC(O)C1)CCCC23(C))C(F)(F)F	Training	-4.1	-2.6499095213
2877		Oc1c(cc(cc1CN2CCCCC2)C(c3ccccc3)(C)C)CN4CCCCC4	Training	0.17	-0.119818447
2878		N#CC(c1ccc(OC)c(OC)c1)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C	Training	-0.66	-999
2879		O(CC(CC)CCCC)C(c1ccc(cc1)C2CCCCC2)C[n+]3ccccc3	Training	-0.28	-0.2634041963
2880		O(CC(CC)CCCC)C(c1cccc(c1)C2CCCCC2)C[n+]3ccccc3	Training	-0.28	-0.2734165019
2881		O(c1ccc(cc1)C(C)(C)CC(C)(C)C)CCOCC[N+](C)(C)Cc2ccccc2	Training	-0.08	0.0955054582
2882		OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(C)C)))CC(O)C3	Training	-3.07	-2.3303318647
2883		OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCC(O)C(C)C)))CC(O)C3	Training	-2.1	-2.6724927978
2884		OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(O)(C)C)))CC(O)C3	Training	-2.83	-2.4086170885
2885		O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NCCCCCCCCN4CCN(C)CC4	Training	-1.23	-1.3033298898
2886		O=C(OCC(OC(=O)CCCCCCC)COC(=O)CCCCCCC)CCCCCCC	Training	1.85	1.6455178659
2887		N(CCCCCCCCC)(CCCCCCCCC)CCCCCCCCC	Training	1.15	-0.1895566378
2888		O=C6c7ccccc7(C(=O)c5c6(ccc4Nc2c(ccc1C(=O)c3ccccc3(C(=O)c12))Nc45))	Training	0.66	0.8762899368
2889		O=C2c5ccccc5(C(=O)c3c(ccc(Nc1ccc(cc1)C)c23)Nc4ccc(cc4)C)	Training	0.86	0.9753205478
2890		O=C(O)C(c1ccccc1)COC(=O)Cc4c2cc(OC)ccc2n(C(=O)c3ccc(cc3)Cl)c4C	Training	-0.56	-0.4243256388
2891		O=C(OCOC(=O)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C)c4cccc(c4)C	Training	-0.68	-0.3976638477
2892		N#CC(c1ccccc1)(c2ccccc2)CCN4CCC(C(=O)O)(c3ccccc3)CC4	Training	-0.45	-0.3878475331
2893		O=C2Nc1ccccc1N2C5CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC5	Training	0.38	-0.0891139996
2894		O=C3Oc1cc(OC)ccc1C(c2ccc(OCC(O)CNC(C)C)cc2)=C3c4ccccc4	Training	0.34	0.3253756155
2895		O=C(N(c1ccccc1)C5CCN4CC(c2ccccc2)c3ccccc3C4C5)CC	Training	-0.17	-0.4117173369
2896		O=C(OC)C4=C(NC(=C(C(=O)OC2CN(Cc1ccccc1)CCC2)C4(c3cccc(c3)[N+](=O)[O-]))C)C	Training	-0.79	-0.4603837799
2897		O(c3ccc4C(c1ccc(OCCN(CC)CC)cc1)=C(c2ccccc2)Cc4(c3))C	Training	0.09	0.2322341596
2898		O=C2OC=CC(O)(C(=O)C(C)CC=CC3C1OC1(C)C(C)C4C(NC(=O)C34(O2))Cc5ccccc5)C	Training	-1.74	-999
2899		O=C(OCCOCCOC(=O)c1ccccc1(C(=O)OCCCC))c2ccccc2(C(=O)OCCCC)	Training	1.33	1.0184041565
2900		O=C2NC1N(CCCC1)C26(CCN(CCCN5c3ccccc3CCc4ccc(cc45)Cl)CC6)	Training	0.95	0.0388539599
2901		O=C1C=CC3(C(=C1)CC(C2C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23))Cl)(C)	Training	0.84	-999
2902		O=C(OC)C4C(OC)C(OC1OCCCC1)CC5CN3CCc2c6ccc(OC)cc6([nH]c2C3CC45)	Training	-0.46	-0.3581702061
2903		O=C(NCC[N+](Cc1ccccc1Cl)(CC)CC)C(=O)NCC[N+](Cc2ccccc2Cl)(CC)CC	Training	-1.52	0.484157537
2904		O=C(N(C)C(C)(C)Cc1ccccc1)CN(CC(=O)N(C)C(C)(C)Cc2ccccc2)CCO	Training	0.13	0.4823308666
2905		c1cc(ccc1Nc2ccc(cc2)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C	Training	1.1	0.6812526778
2906		O(CCCCCCCCCCCC)C(c1ccc(cc1)C(C)C)C[n+]2ccccc2	Training	-0.29	-0.2698120114
2907		O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NCCCCCCCCN4CC(OC(C)C4)C	Training	-0.94	-1.2604023729
2908		O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NCCCCCCCCCCN4CCOCC4	Training	-1.08	-1.2517272574
2909		O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NCCCCCCCCCCN(CC)CC	Training	-1.53	-1.3328955659
2910		O=C(OCC(CC)CCCC)CCCCCCCCCCC(=O)OCC(CC)CCCC	Training	1.67	1.5260903617
2911		OCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCC	Training	0.7	1.0729895159
2912		O=C(O)c5cc(N=Nc1ccc(cc1)c4ccc(N=Nc2c(N)ccc3cc(cc(O)c23)S(=O)(=O)O)cc4)ccc5(O)	Training	1.55	1.1566671864
2913		O=C(OC2=C(C(=O)N(c1ccccc1)N2c3ccccc3)CCC(=O)C)c4cc(OC)c(OC)c(OC)c4	Training	0.76	0.6649976463
2914		O=C(OC2=C(C(=O)N(c1ccccc1)N2c3ccccc3)CCCC)c4cc(OC)c(OC)c(OC)c4	Training	0.78	0.6556319156
2915		c1ccc2c(c1)c(ccc2C(c3ccc(cc3)N(C)C)=C4C=CC(C=C4)=[N+](C)C)NCC	Training	0.32	0.056479139
2916		O(c4ccc5C(c2ccc(OCCN1CCCC1)cc2)=C(c3ccccc3)CCc5(c4))C	Training	-0.18	-0.0248633058
2917		O(c1ccc(cc1)C4=Cc5ccccc5(OC4(c3ccc(OCCN2CCCCC2)cc3)))C	Training	1.05	0.0955923947
2918		O=C2N(c1ccccc1SC2c5cc(OC)ccc5(OCCCN(C)CCOc3ccc4OCOc4(c3)))C	Training	-0.5	-999
2919		O=C(N(C)C)C(c1ccccc1)(c2ccccc2)CC[N+]4([O-])(CCC(O)(c3ccc(cc3)Cl)CC4)	Training	-0.46	-0.5054342543
2920		O=C(OC(C)C)C4=C(N=C(C)C(C(=O)OCCN(C)Cc1ccc(F)cc1)C4(c3cccc2OCOc23))C	Training	-0.91	0.280148626
2921		O=C(OC)C3=C(NC(=C(C(=O)OCC(C)(C)CN(C)Cc1ccccc1)C3(c2cc(ccc2(F))[N+](=O)[O-]))C)C	Training	-1.27	-0.6259733497
2922		O=P(O)(O)Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccc(cc3)C(C)C)CC	Training	0.19	0.0873771618
2923		O=C(ON=C(C)SC)N(C)SN(C(=O)Oc1ccc(cc1)C(c2ccc(OC(=O)N(C)SN(C(=O)ON=C(C)SC)C)cc2)(C)C)C	Training	-0.16	-0.13
2924		O=C(N)C(c2cccc1ccccc12)(CC=C(C)C)CCN(CC=C(C)C)CC=C(C)C	Training	-0.18	-0.2862166952
2925		O=C(OC1C(=CC(C)C(O)C(OC)CC(C)CC=2C(=O)C(=NC(=O)C(=CC=CC1(OC))C)CC(=O)C=2(OC))C)N	Training	0.65	-999
2926		O=C(OCCCCCCN(CC)C2Cc1cc(OC)c(OC)cc1CC2)c3ccc(OC)c(OC)c3	Training	0.02	0.4701515253
2927		FC(F)(F)C(F)(Br)Br	Training	2.33	1.46
2928		C(=C(Cl)Cl)(Cl)Cl	Training	0.29	-999
2929		O=C(C(Cl)(Cl)Cl)Cl	Training	0.52	0.1664977465
2930		C(=CBr)Br	Training	-0.47	0.7714217944
2931		C(C(Cl)(Cl)Br)Br	Training	-0.09	0.9544602058
2932		C(C(Br)Br)(Br)Br	Training	0.55	-999
2933		C(=CCl)Cl	Training	0.9	0.3049882902
2934		O=C(CCl)Cl	Training	0.27	0.2082333878
2935		C(C(Cl)Cl)(Cl)Cl	Training	0.08	1.0512480806
2936		N1=C(N)SSC1=S	Training	1.31	-999
2937		O=C(O)C(=O)O	Training	1.91	1.9414382801
2938		C=CBr	Training	0.67	0.1662670887
2939		O=[N+]([O-])C(CO)(Br)Br	Training	-0.93	-0.2637446075
2940		O=C(O)CBr	Training	-0.44	0.3412903447
2941		C=CCl	Training	0.91	0.9981734936
2942		CC(Cl)(Cl)Cl	Training	1.86	1.0411037746
2943		C(C(Cl)Cl)Cl	Training	0.8	0.8466630199
2944		OC(O)C(Cl)(Cl)Cl	Training	0.47	1.1814033292
2945		O=C(C)Cl	Training	1.07	-0.0980491209
2946		O=CCCl	Training	-0.53	0.4822527581
2947		O=C(OC)Cl	Training	-0.19	0.5343974678
2948		O=C(O)CCl	Training	-0.21	0.6769747944
2949		n1cn[nH]c1	Training	1.28	-999
2950		n1nc(N)sc1	Training	0.4	-999
2951		O=C=NC	Training	-0.04	1.4231178139
2952		C(CBr)Br	Training	-0.45	0.4210324772
2953		O=C(N)CBr	Training	-0.14	-0.5617656416
2954		C(CCl)Cl	Training	0.83	0.6791468563
2955		O=S(=O)(CCCl)Cl	Training	0.17	0.1044622723
2956		O=S(=O)(OCC(Cl)(Cl)Cl)N	Training	1.34	1.1468190411
2957		O=C(N)CCl	Training	-0.12	-0.5101641969
2958		O=C(N)CF	Training	-1.13	0.4274506841
2959		O=NCCN=O	Training	0.13	-999
2960		O1CC1	Training	0.21	1.1233853601
2961		O=C(O)C	Training	1.37	0.960818191
2962		O=COC	Training	0.9	0.9977708965
2963		O=C(O)CO	Training	1.41	1.285689576
2964		OC(C)=S	Training	0.42	1.334957399
2965		C1CS1	Training	0.47	1.1151616
2966		CCBr	Training	1.1	0.0109225324
2967		O=P(OCC)(Cl)Cl	Training	0.13	0.6178807678
2968		O(CC)P(=S)(Cl)Cl	Training	0.7	0.2738068951
2969		O(C)CCl	Training	0.8	-999
2970		OCCCl	Training	-0.14	-0.3830909744
2971		O=S(=O)(CC)Cl	Training	0.45	0.0414951974
2972		FCCO	Training	-1.11	-999
2973		OCCI	Training	-0.54	-999
2974		N1CC1	Training	-0.46	0.362007736
2975		C=CN	Training	1.63	0.5104183523
2976		O=NN(C(=O)N)C	Training	0.03	0.3938137853
2977		NC(NC(N)=S)=S	Training	-1.43	-999
2978		O=NN(C(=N)N[N+](=O)[O-])C	Training	-0.21	-999
2979		O=CNC	Training	1.83	1.5934658911
2980		O=C(NO)C	Training	1.81	-999
2981		O=C(O)CN	Training	1.48	1.7921381204
2982		NC(C)=S	Training	0.6	0.242615162
2983		N(C(=S)S)C	Training	0.15	0.8086075038
2984		C[Si](C)(Cl)Cl	Training	0.67	0.73
2985		O=S(=O)(N(C)C)Cl	Training	0.93	1.067786858
2986		O(C)P(OC)(=S)Cl	Training	0.53	0.4721961095
2987		O=P(O)(O)CCCl	Training	1.1	1.0328196501
2988		N=C(OC)N	Training	1.33	0.876137197
2989		NC(NC)=S	Training	-0.26	-0.0580324551
2990		N=C(N)SC	Training	0.63	0.5204232127
2991		OCC	Training	2.2	1.1808138085
2992		OCCO	Training	1.87	2.0808252374
2993		O=S(=O)(OC)C	Training	0.31	0.8515335572
2994		O=S(=O)(O)CCS	Training	1.43	1.2642051323
2995		O=S(C)C	Training	2.27	-999
2996		OCCS	Training	0.5	-999
2997		CCS	Training	1.04	1.1134206712
2998		CSC	Training	1.73	-999
2999		NNC(NC)=S	Training	-0.88	-0.8887521973
3000		OCCN	Training	1.45	1.1158771453
3001		O(C)P(OC)(=S)S	Training	0.64	-999
3002		N(NC)C	Training	-0.12	0.0908874992
3003		O=S(=O)(OCCN)N	Training	1.73	-999
3004		O(C)P(OC)(N)=S	Training	0.46	-0.8146897522
3005		O=P(OC)(N)SC	Training	-1.27	-0.319545294
3006		O=P(O)(O)C(O)(C)P(=O)(O)O	Training	0.16	-999
3007		N#CC(Br)Br	Training	0.1	0.48
3008		O=CC(Br)(Br)Br	Training	-0.44	-999
3009		FC(F)(F)C(Cl)Br	Training	1.46	1.98138097
3010		N#CC(Cl)Cl	Training	0.48	-0.1699177401
3011		FC(C(F)(Cl)Cl)Cl	Training	1.67	0.78250861
3012		O=C(O)C(Cl)(Cl)Cl	Training	1.25	1.150444376
3013		O=S(=O)(C(Cl)Cl)SC(Cl)(Cl)Cl	Training	1.09	-999
3014		O=C(O)C(F)(F)F	Training	0.24	-999
3015		O=C1Oc5ccccc5(C(O)=C1C(c2ccccc2)CC(O)c3ccc(cc3)c4ccc(cc4)Br)	Training	-3.03	-3.1881181482
3016		N(P(c1ccccc1)c2ccccc2)=P(c3ccccc3)(c4ccccc4)c5ccccc5	Training	1.15	-999
3017		O=Cc1c(O)c(O)c(c2cc(c(c(O)c12)c3c(O)c4c(C=O)c(O)c(O)c(c4(cc3C))C(C)C)C)C(C)C	Training	0.65	0.78
3018		N#CC(c1ccccc1)(c2ccccc2)CCN4CCC(C(=O)OCC)(c3ccccc3)CC4	Training	-0.34	-0.3294591934
3019		O=C4N(c3ccc(C=CCN2CCN(c1cccc(c1)C)CC2)cc3CC4)Cc5ccccc5	Training	-0.03	0.1231941996
3020		O(c5ccc4c(OC(C(c1ccccc1)=C4(c3ccc(OCCN2CCCC2)cc3))(C)C)c5)C	Training	-0.52	0.3324427165
3021		O=C(OC2=C(C(=O)N(c1ccccc1)N2c3ccccc3)CCCC)C56(CC4CC(CC(C4)C5)C6)	Training	0.56	0.6538482005
3022		OC(COc1ccc(cc1)C=3c4ccc(OC)cc4(OC(C=3(c2ccccc2))(C)C))CNC(C)C	Training	0.32	-0.0339057595
3023		O=C(OC=1c3ccccc3(C(=O)C=1c2c(cc(cc2C)C)C))CCCCCCCCCCC	Training	1.33	1.1901790222
3024		O=C(OCCCN(C)CCN(C)CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)c2cc(OC)c(OC)c(OC)c2	Training	0.58	0.4417478069
3025		CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC	Training	0.29	0.7292468222
3026		O=C2c1ccccc1c3ccc5c4c(ccc2c34)c6ccc8C(=O)c9ccccc9(c7nn5c6c78)	Training	1.49	-999
3027		O=C2C(=C(O)c1ccccc1S2)C6c3ccccc3CC(c4ccc(cc4)c5ccc(cc5)Br)C6	Training	-2.99	-3.1002436313
3028		O=C1Oc6ccccc6(C(O)=C1C5c2ccccc2CC(c3ccc(cc3)c4ccccc4)C5)	Training	-2.7	-3.3043520379
3029		N#CC(c1ccccc1)(c2ccccc2)CCN5CCC(N4C(=O)N(C(=O)CC)c3ccccc34)CC5	Training	-0.54	0.6407098732
3030		O=C(OC3(c1ccc(cc1)Cl)(CCN(CCCC(=O)c2ccc(F)cc2)CC3))CCCCCCCCC	Training	0.51	-0.0541163802
3031		O=C3OC2CC(OC1(OC(C)C(C)CC1)C2)CC=C(C)CC(C=CC=C4COC5C(O)C(=CC3C45(O))C)C	Training	-0.06	0.7414104163
3032		O=S(=O)(O)c8ccc9C1=NC(=Nc6[nH]c(N=C4N=C(N=C2NC(=N1)c3ccccc23)c5ccccc45)c7ccccc67)c9(c8)	Training	0.74	-999
3033		O=S(=O)(O)c5cc(N)c6c(O)c(N=Nc1ccc(cc1)c4ccc(N=Nc2c(O)c3cc(N)ccc3(cc2S(=O)(=O)O))cc4)c(cc6(c5))S(=O)(=O)O	Training	0.89	1.0726673659
3034		O=S(=O)(O)c5cc(N)c6c(O)c(N=Nc1ccc(cc1)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)O))S(=O)(=O)O)cc4)c(cc6(c5))S(=O)(=O)O	Training	0.97	0.9779631341
3035		O=S(=O)(O)c6cc(N=Nc1ccc(cc1)c4ccc(N=Nc2cc(c3ccccc3(c2(N)))S(=O)(=O)O)cc4)c(N)c5ccccc56	Training	1.34	1.1656463087
3036		O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C	Training	0.55	0.4985514961
3037		O=C2c5ccccc5(C(=O)c3c(ccc(Nc1c(cc(c(c1C)S(=O)(=O)O)C)C)c23)Nc4c(cc(c(c4C)S(=O)(=O)O)C)C)	Training	0.69	1.207311542
3038		O=C(O)C(c4ccc(C#CCCN1CCC(CC1)C(O)(c2ccccc2)c3ccccc3)cc4)(C)C	Training	0.62	-0.4159150754
3039		O=C(OCCN1CCN(CC1)CCCN4c2ccccc2Sc3ccc(cc34)C(F)(F)F)CCCCCCCCC	Training	-1.49	0.1052995054
3040		O=C1OC=C(C=C1)C4CCC5(O)(C6(O)(CC(OC(=O)C)C3=CC(OC2OC(CO)C(O)C(O)C2(O))CCC3(C)C6(CCC45(C))))	Training	-3.16	-999
3041		O=C(OCC(N(C)CCN(C)C(COC(=O)c1cc(OC)c(OC)c(OC)c1)CC)CC)c2cc(OC)c(OC)c(OC)c2	Training	0.34	0.5987577554
3042		O=C(O)c5cc(N=Nc1ccc(cc1)c4ccc(N=Nc3c(N)c(N=Nc2ccc(cc2)S(=O)(=O)O)cc(c3(N))C)cc4)cc(c5(O))C	Training	1.15	1.302399584
3043		O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c2ccccc2)COC(=O)c3ccccc3)c4ccccc4	Training	0.32	1.6071855325
3044		O=C(Oc3ccc4nc2C1=CC5=C(C(=O)N1Cc2c(c4(c3))CC)COC(=O)C5(O)CC)N7CCC(N6CCCCC6)CC7	Training	0.17	-999
3045		O=C2OC(C)CC=CC=CC=CC=CC(OC1OC(C)C(O)C(N)C1(O))CC4OC(O)(CC(O)CC3OC3(C=C2))CC(O)C4(C(=O)O)	Training	0.61	-999
3046		O=C3OC2CC(OC1(OC(C(C)C)C(C)CC1)C2)CC=C(C)CC(C=CC=C4COC5C(O)C(=CC3C45(O))C)C	Training	0.65	0.4192478783
3047		CC(C)(C)c4ccc(OP1OCC3(CO1)(COP(Oc2ccc(cc2C(C)(C)C)C(C)(C)C)OC3))c(c4)C(C)(C)C	Training	0.97	-999
3048		O=C9c1ccccc1c6c8c9(ccc7c4ccc3C(=O)c2ccccc2c5c3c4c(cc5[N+](=O)[O-])c(cc6[N+](=O)[O-])c78)	Training	1.26	-999
3049		O=[N+]([O-])c6ccc(N=Nc4c(N)c5c(O)c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(O)cc2)cc3)c(cc5(cc4S(=O)(=O)O))S(=O)(=O)O)cc6	Training	1.26	0.9498010354
3050		O=C4N(C(=O)C5C3C(=CC(C3(=C(c1ncccc1)c2ccccc2))C45)C(O)(c6ncccc6)c7ccccc7)C	Training	-1.64	-1.6567456357
3051		O=S(O)c6cc(c(N)c5cc(N=Nc1ccc(cc1(OC))c4ccc(N=Nc2c(O)ccc3ccccc23)c(OC)c4)ccc56)S(=O)(=O)O	Training	0.96	1.0736068543
3052		O=S(=O)(O)c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(N)cc2(N))cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)O	Training	0.99	1.0434467721
3053		O=S(=O)(O)c5cc(N)c6c(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)O))S(=O)(=O)O)c(c4)C)c(cc6(c5))S(=O)(=O)O	Training	0.81	1.0013055254
3054		O=C(OCC4(COC(=O)c1cnccc1)(CCCC(COC(=O)c2cnccc2)(COC(=O)c3cnccc3)C4(O)))c5cnccc5	Training	1.19	-999
3055		O=C6OCC7C(OC1OC2COC(OC2(C(O)C1(O)))c3ccccc3)c4cc8OCOc8(cc4C(c5cc(OC)c(O)c(OC)c5)C67)	Training	0.1	-0.2144121454
3056		O=C(OCC=C(C)CCC=C(C)CCC=C(C)C)Cc3c1cc(OC)ccc1n(C(=O)c2ccc(cc2)Cl)c3C	Training	0.48	-0.4127398486
3057		O=C(O)CCC(=O)OC2CCC3(C)(C4C(=O)C=C1C5CC(C(=O)O)(C)CCC5(C)(CCC1(C)C4(C)(CCC3(C2(C)(C)))))	Training	0.6	0.6985843816
3058		Oc1c(cc(cc1C(C)(C)C)CN3CCN(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)CC3)C(C)(C)C	Training	1.28	0.1846102265
3059		O=C(OC5CC6CCC1C(CCC2(C)(C(OC(=O)C)C(CC12)[N+]3(C)(CCCCC3)))C6(C)(CC5(N4CCCCC4)))C	Training	-0.15	0.0138397228
3060		O=C(OC)C5=C(NC(=C(C(=O)OCCN1CCN(CC1)C(c2ccccc2)c3ccccc3)C5(c4cccc(c4)[N+](=O)[O-]))C)C	Training	-0.64	-0.2670177223
3061		O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C(C)C)C7CN(C)C8Cc6c[nH]c5cccc(c56)C8(C7)	Training	0.57	-999
3062		O=C(OC3CC4CN2CCc1c5ccc(OC)cc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))C=Cc6cc(OC)c(OC)c(OC)c6	Training	0.2	-0.3425858901
3063		O=C1C=CC4(C(=C1)CCC3C5CCC(O)(C(=O)COC(=O)CCCc2ccc(cc2)N(CCCl)CCCl)C5(C)(CC(O)C34))(C)	Training	-0.09	0.8257537161
3064		O=C(OC4CC6CCC3C(CCC1(C)(C3(CC(OC(=O)C)C1[N+]2(C)(CCCCC2))))C6(C)(CC4[N+]5(C)(CCCCC5)))C	Training	-0.56	0.2057069459
3065		O=C4OC(C)C(C)C(O)C(C(=O)C1(OC1)CC(C)C(OC2OC(C)CC(N(C)C)C2(O))C(C)C(OC3OC(C)C(O)C(OC)C3)C4C)C	Training	0.99	0.1311834349
3066		n1cnc(nc1NC(C)(C)CC(C)(C)C)N(CCCCCCNC2CC(NC(C)(C)C2)(C)C)C3CC(NC(C)(C)C3)(C)C	Training	1.22	0.5485657417
3067		O=S(=O)(O)c7cccc6c(N=Nc4ccc(N=Nc3ccc(Nc1ccccc1)c2c3(cccc2S(=O)(=O)O))c5ccccc45)cccc67	Training	1.31	1.1043685831
3068		O=C4N(C(=O)C5C3C(=CC(C3(=C(c1ncccc1)c2ccccc2))C45)C(O)(c6ncccc6)c7ccccc7)CCC	Training	-1.21	-1.8084834735
3069		O=C(Nc1cc(OC)c(cc1(OC))Cl)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccc(cc3C)C)C(=O)C)c(c4)Cl)C(=O)C	Training	0.47	0.4961753164
3070		O=C(Nc1ccc(OCC)cc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccc(OCC)cc3)C(=O)C)c(c4)Cl)C(=O)C	Training	0.49	0.5170819134
3071		O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCCCCCCCCC	Training	1.18	-999
3072		O=C(N(C)C)CN4C(=O)C5C3C=C(C(C3(=C(c1ncccc1)c2ccccc2))C5(C4(=O)))C(O)(c6ncccc6)c7ccccc7	Training	-2	-1.6899748348
3073		O4c1ccc(cc1)CC7c6c(Oc2cc3c(cc2(OC))CCN(C)C3Cc5ccc(OC)c4c5)c8OCOc8(cc6CCN7(C))	Training	0.52	-999
3074		O=C(OCCN1CCN(CC1)C(c2ccccc2)c3ccccc3)C5C(=NC(=C(C5(c4cccc(c4)[N+](=O)[O-]))P6(=O)(OCC(C)(C)CO6))C)C	Training	-0.58	-0.1762276999
3075		O=C(OCCSCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C	Training	0.99	0.6509740232
3076		O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(OC)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	0.23	0.3871847207
3077		CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC	Training	1.29	0.3969889098
3078		O=C4N(C(=O)C5C3C(=CC(C3(=C(c1ncccc1)c2ccccc2))C45)C(O)(c6ncccc6)c7ccccc7)Cc8ncccc8	Training	-2.06	-1.6708270811
3079		O(CCCCCCCCCCC(C)C)P(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C	Training	1.28	1.3025777616
3080		N#CC(C#N)(Cl)Cl	Training	-0.01	-999
3081		O=C(C(F)(F)Cl)C(F)(Cl)Cl	Training	0.11	-0.1566599076
3082		N#CC(=C(Cl)Cl)Cl	Training	-0.39	-999
3083		n1c(nc(nc1Cl)Cl)Cl	Training	0.15	-1.19
3084		O=C1N(C(=O)N(C(=O)N1Cl)Cl)Cl	Training	0.25	0.81
3085		n1c(nc(nc1N(Cl)Cl)N(Cl)Cl)N(Cl)Cl	Training	1.18	-999
3086		O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	Training	-0.04	0.1608353855
3087		FC(C(Cl)(Cl)Cl)(C(Cl)(Cl)Cl)Cl	Training	0.22	0.6437350646
3088		O=C(C(F)(F)F)C(F)(F)Cl	Training	-0.33	0.0099159878
3089		O=C(C(F)(F)F)C(F)(F)F	Training	-0.06	0.0821899291
3090		NCC(N)C	Training	1.48	0.9075643814
3091		NC(NNCNNC(N)=S)=S	Training	-1.49	-999
3092		O=P(OCC)(N)SC	Training	-1.49	-0.2551625424
3093		O(C)[SiH](OC)OC	Training	1.88	1.4052275518
3094		N#CC(CCl)(Cl)Cl	Training	0.11	-0.3284512564
3095		C(=C(Cl)Cl)(CCl)Cl	Training	0.29	0.4946777526
3096		FC(F)OC(F)(F)C(F)Cl	Training	1.47	1.4329139333
3097		O=[N+]([O-])c1nccs1	Training	0.02	0.6998540169
