No.	CAS	SMILES	Status	CARC
788	28754-68-9	O=[N+]([O-])c2oc(C=Cc1noc(n1)N)cc2	Training	1
789	60142-96-3	O=C(O)CC1(CN)(CCCCC1)	Training	1
790	4180-23-8	O(c1ccc(cc1)C=CC)C	Training	1
791	1912-24-9	n1c(nc(nc1NC(C)C)Cl)NCC	Training	1
792	51-55-8	O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Training	0
793	3131-60-0	O=C1N=C(N)C=NN1C2OC(CO)C(O)C2(O)	Training	0
794	17697-55-1	[O-][N+](=NCCC)CCC	Training	1
795	NOCAS	[O-][N+](=NC(C)C)C(C)C	Training	1
796	88133-11-3	n2c[nH][n+]3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	1
797	64896-26-0	O=C(O)c2ccc(N=Nc1ccc(O)c(c1)C(=O)O)cc2	Training	0
798	65-85-0	O=C(O)c1ccccc1	Training	0
799	91-76-9	n1c(nc(nc1N)c2ccccc2)N	Training	0
800	98-07-7	c1ccc(cc1)C(Cl)(Cl)Cl	Training	1
801	92-52-4	c1ccc(cc1)c2ccccc2	Training	1
802	6731-36-8	O(OC1(OOC(C)(C)C)(CC(C)CC(C)(C)C1))C(C)(C)C	Training	0
803	13483-19-7	O(CCCCOCCl)CCl	Training	0
804	56894-92-9	O(CCCCCCOCCl)CCl	Training	0
805	2519-30-4	O=C(Nc4ccc(c5cc(c(N=Nc2ccc(N=Nc1ccc(cc1)S(=O)(=O)O)c3ccc(cc23)S(=O)(=O)O)c(O)c45)S(=O)(=O)O)S(=O)(=O)O)C	Training	0
806	3844-45-9	O=S(=O)([O-])c1cccc(c1)C[N+](=C2C=CC(C=C2)=C(c3ccc(cc3)N(Cc4cccc(c4)S(=O)(=O)O)CC)c5ccccc5S(=O)(=O)O)CC	Training	0
808	51333-22-3	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	1
809	88-85-7	O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]	Training	0
810	94-26-8	O=C(OCCCC)c1ccc(O)cc1	Training	0
811	88-26-6	Oc1c(cc(cc1C(C)(C)C)CO)C(C)(C)C	Training	0
813	331-39-5	O=C(O)C=Cc1ccc(O)c(O)c1	Training	1
814	58-08-2	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	0
815	814-80-2	O=C(O)C(O)C	Training	0
816	404-86-4	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	1
817	120-80-9	Oc1ccccc1(O)	Training	1
818	97-00-7	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl	Training	0
819	75-88-7	FC(F)(F)CCl	Training	1
820	107-20-0	O=CCCl	Training	1
821	75-45-6	FC(F)Cl	Training	0
822	NOCAS	O=NN(C(=O)NCC(O)C)C(C)Cl	Training	1
823	593-70-4	FCCl	Training	1
824	80-33-1	O=S(=O)(Oc1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
825	10473-70-8	O=C(OC(C#C)(c1ccccc1)c2ccc(cc2)Cl)N	Training	1
826	54749-90-5	O=NN(C(=O)NC(C=O)C(O)C(O)C(O)CO)CCCl	Training	1
827	51481-61-9	N#CNC(=NCCSCc1nc[nH]c1C)NC	Training	0
828	52214-84-3	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	1
829	77-92-9	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	0
830	518-75-2	O=C(O)C=2C(=O)C(=C1C(=COC(C)C1C)C=2(O))C	Training	1
831	477-30-5	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC)	Training	1
832	88107-10-2	O=C(c2ccc(OCCCCc1nnn[nH]1)c(c2(O))CCC)C	Training	1
833	95-33-0	n2c1ccccc1sc2SNC3CCCCC3	Training	0
834	108-91-8	NC1CCCCC1	Training	0
835	59865-13-3	O=C1NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)CC(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC(C)C)C(C)C)CC(C)C)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C	Training	0
836	53-43-0	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	1
837	52918-63-5	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	1
838	NOCAS	C=CCNNCC=C	Training	1
839	538-41-0	N(=Nc1ccc(N)cc1)c2ccc(N)cc2	Training	1
840	785-30-8	O=C(Nc1ccc(N)cc1)c2ccc(N)cc2	Training	1
841	439-14-5	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Training	0
842	34522-69-5	n1cccc2c1cc(cc2Br)Br	Training	0
843	87-56-9	O=CC(=C(C(=O)O)Cl)Cl	Training	0
844	117-80-6	O=C1c2ccccc2(C(=O)C(=C1Cl)Cl)	Training	0
845	99-30-9	O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl	Training	0
846	79-43-6	O=C(O)C(Cl)Cl	Training	1
847	7572-29-4	C(#CCl)Cl	Training	1
848	75-71-8	FC(F)(Cl)Cl	Training	0
849	120-36-5	O=C(O)C(Oc1ccc(cc1Cl)Cl)C	Training	0
850	6965-71-5	O=C(O)C(Oc1cc(ccc1Cl)Cl)C	Training	0
851	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	0
852	94-80-4	O=C(OCCCC)COc1ccc(cc1Cl)Cl	Training	0
853	94-11-1	O=C(OC(C)C)COc1ccc(cc1Cl)Cl	Training	0
854	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	0
855	97-16-5	O=S(=O)(Oc1ccc(cc1Cl)Cl)c2ccccc2	Training	0
856	81-21-0	O3C4CC5C2CC(C1OC12)C5(C34)	Training	0
857	60-57-1	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
858	7316-37-2	O=P(OCC)(OCC)CC1OC1	Training	1
859	2921-88-2	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	0
860	111-46-6	OCCOCCO	Training	0
861	628-36-4	O=CNNC=O	Training	1
862	62488-57-7	O=C1NC(=N)NCN1C2OC(CO)C(O)C2(O)	Training	0
863	3276-41-3	O=NN1OCC=CC1	Training	1
864	94-58-6	O1c2ccc(cc2(OC1))CCC	Training	1
865	5803-51-0	O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C	Training	1
866	1150-42-1	O=C2Oc1cc(OC)cc(OC)c1C=3C(=O)CCC2=3	Training	1
867	65176-75-2	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	1
868	59-35-8	O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C	Training	1
869	551-92-8	O=[N+]([O-])c1cnc(n1C)C	Training	1
870	NOCAS	O=C(OC(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)C	Training	1
871	125-56-4	O=C(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C	Training	0
872	25962-77-0	O=[N+]([O-])c2oc(C=Cc1nnc(N=CN(C)C)o1)cc2	Training	1
873	6120-10-1	Oc1cc(c(c(c1)C)N(C)C)C	Training	0
874	58-15-1	O=C2C(=C(N(N2(c1ccccc1))C)C)N(C)C	Training	0
875	108-01-0	OCCN(C)C	Training	0
876	142713-78-8	O=NCCN(C(=O)N)CCN(C)C	Training	1
877	57-97-6	c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)C	Training	1
878	598-64-1	C(N(C)C)(=S)S	Training	0
879	1643-20-5	[O-][N+](C)(C)CCCCCCCCCCCC	Training	0
880	6119-92-2	O=C(Oc1c(cc(cc1C(C)CCCCCC)[N+](=O)[O-])[N+](=O)[O-])C=CC	Training	0
881	29110-68-7	O=[N+]([O-])c1cc(c(OS(=O)(=O)C)c(c1)C(C)(C)C)[N+](=O)[O-]	Training	0
882	51-28-5	O=[N+]([O-])c1ccc(O)c(c1)[N+](=O)[O-]	Training	0
883	101-25-7	O=NN1CN2CN(C=O)CN(C1)C2	Training	0
884	606-20-2	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	1
885	971-15-3	C(N1CCCCC1)(=S)SSSSSSC(N2CCCCC2)=S	Training	0
886	13256-06-9	O=NN(CCCCC)CCCCC	Training	1
887	74-31-7	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	0
888	86-29-3	N#CC(c1ccccc1)c2ccccc2	Training	0
889	102-09-0	O=C(Oc1ccccc1)Oc2ccccc2	Training	0
890	NOCAS	[O-][n+]2ccc(N=Nc1ccc(cc1)N(CCC)CCC)cc2	Training	0
